"ActivityLabel" "Subject" "tBodyAccmeanX" "tBodyAccmeanY" "tBodyAccmeanZ" "tBodyAccstdX" "tBodyAccstdY" "tBodyAccstdZ" "tGravityAccmeanX" "tGravityAccmeanY" "tGravityAccmeanZ" "tGravityAccstdX" "tGravityAccstdY" "tGravityAccstdZ" "tBodyAccJerkmeanX" "tBodyAccJerkmeanY" "tBodyAccJerkmeanZ" "tBodyAccJerkstdX" "tBodyAccJerkstdY" "tBodyAccJerkstdZ" "tBodyGyromeanX" "tBodyGyromeanY" "tBodyGyromeanZ" "tBodyGyrostdX" "tBodyGyrostdY" "tBodyGyrostdZ" "tBodyGyroJerkmeanX" "tBodyGyroJerkmeanY" "tBodyGyroJerkmeanZ" "tBodyGyroJerkstdX" "tBodyGyroJerkstdY" "tBodyGyroJerkstdZ" "tBodyAccMagmean" "tBodyAccMagstd" "tGravityAccMagmean" "tGravityAccMagstd" "tBodyAccJerkMagmean" "tBodyAccJerkMagstd" "tBodyGyroMagmean" "tBodyGyroMagstd" "tBodyGyroJerkMagmean" "tBodyGyroJerkMagstd" "fBodyAccmeanX" "fBodyAccmeanY" "fBodyAccmeanZ" "fBodyAccstdX" "fBodyAccstdY" "fBodyAccstdZ" "fBodyAccJerkmeanX" "fBodyAccJerkmeanY" "fBodyAccJerkmeanZ" "fBodyAccJerkstdX" "fBodyAccJerkstdY" "fBodyAccJerkstdZ" "fBodyGyromeanX" "fBodyGyromeanY" "fBodyGyromeanZ" "fBodyGyrostdX" "fBodyGyrostdY" "fBodyGyrostdZ" "fBodyAccMagmean" "fBodyAccMagstd" "fBodyBodyAccJerkMagmean" "fBodyBodyAccJerkMagstd" "fBodyBodyGyroMagmean" "fBodyBodyGyroMagstd" "fBodyBodyGyroJerkMagmean" "fBodyBodyGyroJerkMagstd"
"WALKING_DOWNSTAIRS" 10 0.2904 -0.02 -0.1108 0.2957 0.0041 -0.1836 0.9398 -0.0646 0.0419 -0.9393 -0.937 -0.9021 0.101 0.0108 2e-04 0.2233 -0.105 -0.3182 -0.1248 -0.1067 0.0724 -0.3047 -0.3114 -0.0353 -0.0644 -0.0489 -0.072 -0.417 -0.4717 -0.2271 0.2508 0.157 0.2508 0.157 0.0507 0.1109 -0.0238 -0.2804 -0.4019 -0.4941 0.2157 0.009 -0.1577 0.325 -0.0633 -0.2687 0.1814 -0.1195 -0.2407 0.1569 -0.1534 -0.3961 -0.2144 -0.2725 0.0391 -0.3395 -0.3432 -0.1504 0.2201 -0.0617 0.157 0.038 -0.3123 -0.3878 -0.4842 -0.545
"WALKING_DOWNSTAIRS" 11 0.2916 -0.0178 -0.1111 0.1425 0.0708 -0.324 0.9417 -0.2003 0.1324 -0.9545 -0.9263 -0.9258 0.0897 0.0252 -0.0225 -0.0834 -0.1268 -0.5797 -0.1251 -0.0263 0.0575 -0.3741 -0.4959 -0.319 -0.0221 -0.052 -0.0373 -0.5344 -0.6846 -0.4806 0.1262 0.0508 0.1262 0.0508 -0.1982 -0.127 -0.1979 -0.3393 -0.5993 -0.6778 0.0352 0.0248 -0.3776 0.1799 0.0263 -0.3486 -0.1205 -0.1775 -0.5302 -0.1283 -0.1304 -0.6289 -0.3188 -0.5283 -0.2735 -0.3977 -0.4811 -0.3972 0.0903 -0.1371 -0.0975 -0.1737 -0.4562 -0.3806 -0.6683 -0.7142
"WALKING_DOWNSTAIRS" 12 0.2815 -0.0181 -0.1096 0.0424 0.1108 -0.425 0.9499 -0.1787 -0.0561 -0.9595 -0.9433 -0.9354 0.0622 -0.0119 0.0049 0.0063 0.0629 -0.4987 -0.1125 -0.0427 0.0895 -0.3621 -0.4763 -0.3378 -0.0265 -0.0609 -0.0653 -0.2786 -0.5175 -0.3652 0.0183 0.0973 0.0183 0.0973 -0.1071 0.0656 -0.2134 -0.3205 -0.4428 -0.4524 0.0235 0.1505 -0.4021 0.0483 0.0167 -0.4874 -0.007 0.0064 -0.4516 -0.0723 0.0515 -0.5445 -0.1789 -0.4206 -0.2128 -0.4224 -0.5189 -0.4485 0.148 -0.1051 0.077 0.0421 -0.3449 -0.4236 -0.4582 -0.4868
"WALKING_DOWNSTAIRS" 13 0.2949 -0.0144 -0.102 -0.0682 -0.0321 -0.1583 0.9419 -0.2116 -0.0951 -0.9526 -0.9285 -0.894 0.1017 -0.0075 -0.0253 -0.0741 -0.149 -0.317 -0.1227 -0.0237 0.1113 -0.417 -0.1988 -0.3228 -0.0647 -0.0669 -0.0512 -0.4637 -0.2592 -0.3671 -0.0295 -0.0156 -0.0295 -0.0156 -0.1279 -0.0434 -0.1021 -0.2368 -0.3236 -0.2765 -0.0727 -0.0365 -0.1512 -0.068 -0.0924 -0.2333 -0.1149 -0.2078 -0.2761 -0.1147 -0.1418 -0.3566 -0.3197 -0.1338 -0.2129 -0.4522 -0.2497 -0.427 0.0529 -0.2109 -0.0282 -0.071 -0.2061 -0.4006 -0.2664 -0.3431
"WALKING_DOWNSTAIRS" 14 0.2934 -0.02 -0.0928 0.0178 0.3789 0.4516 0.8163 -0.2643 -0.3926 -0.9191 -0.9207 -0.8796 0.0429 0.0291 0.0105 0.013 0.1928 -0.1336 -0.0147 -0.0945 0.0353 -0.3546 0.057 0.3562 -0.1086 -0.0741 -0.0616 -0.537 -0.2843 0.0914 0.1855 0.4284 0.1855 0.4284 0.0354 0.1947 0.1663 -0.0665 -0.2751 -0.2747 0.0213 0.3715 0.2807 0.0141 0.2936 0.4276 -0.0338 0.1648 -0.0249 -0.0302 0.1387 -0.2449 -0.2953 0.0132 0.4924 -0.3789 0.0741 0.1828 0.4719 0.1787 0.1862 0.1943 -0.0788 -0.2239 -0.2547 -0.3568
"WALKING_DOWNSTAIRS" 15 0.2802 -0.0056 -0.1105 0.4065 0.1865 -0.282 0.9323 -0.1675 0.0789 -0.9428 -0.9257 -0.934 0.0711 0.0151 -0.01 0.1346 0.0158 -0.404 -0.1366 -0.0347 0.0712 -0.3187 -0.3732 -0.2506 -0.0483 -0.0495 -0.0339 -0.456 -0.575 -0.3945 0.3204 0.3532 0.3204 0.3532 -0.0373 0.1596 -0.1217 -0.2842 -0.5095 -0.5636 0.2353 0.1675 -0.2598 0.4663 0.12 -0.3574 0.062 -0.027 -0.3454 0.1081 -0.0072 -0.4616 -0.2274 -0.4023 -0.1832 -0.3516 -0.361 -0.3437 0.3312 0.1531 0.1584 0.1505 -0.3739 -0.3494 -0.5654 -0.5935
"WALKING_DOWNSTAIRS" 16 0.2956 -0.0184 -0.1199 0.2073 -0.147 0.0114 0.9178 -0.0585 -0.2254 -0.9578 -0.9555 -0.9106 0.0908 -0.0148 -0.0293 -0.1012 -0.2617 -0.3034 -0.0225 -0.0683 0.0835 -0.4542 -0.5283 -0.4446 -0.1039 -0.0568 -0.0612 -0.6237 -0.5834 -0.5406 0.1911 0.1192 0.1911 0.1192 -0.1659 -0.0783 -0.3098 -0.4223 -0.5909 -0.5958 0.0368 -0.1346 -0.0477 0.2661 -0.2087 -0.038 -0.1554 -0.29 -0.242 -0.1257 -0.2815 -0.364 -0.4208 -0.4795 -0.375 -0.4704 -0.5652 -0.5211 0.114 -0.0534 -0.0746 -0.092 -0.4883 -0.4799 -0.5897 -0.6335
"WALKING_DOWNSTAIRS" 17 0.2939 -0.0167 -0.0892 0.1877 -0.0608 -0.2311 0.9288 -0.1511 -0.161 -0.95 -0.9466 -0.9011 0.1183 -0.0114 -0.0094 -0.1034 -0.3041 -0.5363 0.0678 -0.1235 0.0163 -0.3704 -0.4593 -0.4685 -0.1078 -0.0382 -0.0583 -0.5268 -0.5721 -0.5428 0.149 0.0914 0.149 0.0914 -0.2216 -0.2066 -0.2326 -0.3527 -0.5403 -0.5923 -0.0226 -0.1303 -0.3181 0.2589 -0.0861 -0.2454 -0.2151 -0.3513 -0.4987 -0.0719 -0.2989 -0.573 -0.3164 -0.4511 -0.4034 -0.3932 -0.4694 -0.5409 0.0581 -0.0619 -0.1887 -0.2365 -0.4094 -0.4289 -0.5773 -0.6434
"WALKING_DOWNSTAIRS" 18 0.2884 -0.0169 -0.1034 -0.3026 -0.2542 -0.4186 0.9323 -0.2258 -0.0494 -0.9604 -0.933 -0.9217 0.0809 -8e-04 -0.0142 -0.3872 -0.447 -0.6512 -0.0577 -0.0636 0.0987 -0.5025 -0.6172 -0.4837 -0.0837 -0.0509 -0.0571 -0.6767 -0.7526 -0.6057 -0.2935 -0.2299 -0.2935 -0.2299 -0.4665 -0.3825 -0.381 -0.508 -0.7017 -0.7442 -0.3501 -0.309 -0.5058 -0.2855 -0.2738 -0.4183 -0.4127 -0.466 -0.6221 -0.4161 -0.4645 -0.6788 -0.4892 -0.6415 -0.447 -0.5139 -0.6078 -0.544 -0.242 -0.3443 -0.3834 -0.3866 -0.6047 -0.5338 -0.7442 -0.7634
"WALKING_DOWNSTAIRS" 19 0.2627 -0.0146 -0.1337 0.6269 0.5148 0.0493 0.8819 -0.215 -0.1261 -0.8997 -0.9179 -0.8994 0.0731 -0.0387 -0.0096 0.5443 0.3553 -0.02 -0.2058 0.0275 0.164 0.2677 0.0483 -0.0314 -0.0337 -0.0395 -0.0546 0.1791 -0.0146 0.1166 0.6446 0.4135 0.6446 0.4135 0.4345 0.4506 0.418 0.2378 0.0876 -0.0439 0.537 0.4945 0.1107 0.6585 0.4279 -0.0784 0.4743 0.2767 0.0596 0.4768 0.3498 -0.0984 0.475 0.1471 0.2107 0.1966 -0.0285 -0.2159 0.5866 0.0829 0.5384 0.3163 0.204 0.032 -0.0229 -0.1433
"WALKING_DOWNSTAIRS" 20 0.2961 -0.0096 -0.1046 0.0745 0.6169 -0.1609 0.9197 -0.2774 -0.0283 -0.9405 -0.9086 -0.9197 0.0695 0.0044 -0.0025 -0.1357 0.2897 -0.3815 -0.1114 0.0139 0.1039 -0.2049 -0.1468 0.1597 -0.0453 -0.0577 -0.0615 -0.2492 -0.3346 0.0031 0.2219 0.1726 0.2219 0.1726 -0.0613 0.0467 0.0938 -0.0306 -0.2682 -0.2756 -0.0343 0.5242 -0.1881 0.113 0.5602 -0.2139 -0.1994 0.2058 -0.3562 -0.1473 0.2931 -0.4053 -0.063 -0.1381 0.257 -0.2534 -0.16 0.0183 0.1519 2e-04 0.0138 0.079 -0.1006 -0.1517 -0.3117 -0.2817
"WALKING_DOWNSTAIRS" 21 0.3015 -0.0173 -0.0982 0.2243 0.3013 -0.0718 0.8727 -0.3567 -0.1879 -0.9402 -0.9401 -0.9163 0.0901 -0.0214 -0.0126 0.0021 -0.0796 -0.2461 -0.1264 0.0162 0.1486 -0.4421 -0.3537 -0.3498 -0.0726 -0.0736 -0.0788 -0.5496 -0.4424 -0.4283 0.2458 0.2643 0.2458 0.2643 -0.0802 0.0952 -0.1849 -0.3884 -0.4528 -0.5091 0.1043 0.1811 -0.077 0.267 0.2779 -0.1451 -0.0378 -0.1073 -0.1968 -0.0464 -0.1132 -0.2932 -0.3667 -0.3089 -0.2382 -0.4698 -0.3884 -0.4508 0.2399 0.0791 0.1124 0.0632 -0.4064 -0.4845 -0.4908 -0.5717
"WALKING_DOWNSTAIRS" 22 0.2845 -0.0198 -0.1074 0.3486 0.2398 -0.3257 0.9218 -0.2222 0.0413 -0.9412 -0.9458 -0.9066 0.1016 0.0211 0.0112 0.0869 0.0199 -0.4778 -0.078 -0.0697 0.0501 -0.2373 -0.5503 -0.2804 -0.0902 -0.0355 -0.0481 -0.2648 -0.6403 -0.3588 0.331 0.1333 0.331 0.1333 -0.018 -0.0338 -0.1613 -0.2639 -0.4596 -0.6177 0.1953 0.2258 -0.3228 0.4029 0.1674 -0.3832 0.0383 -0.0031 -0.4195 0.0405 -0.027 -0.5359 -0.0954 -0.525 -0.1949 -0.2845 -0.5703 -0.3773 0.1555 -0.0575 0.0225 -0.1185 -0.3384 -0.3419 -0.5835 -0.6975
"WALKING_DOWNSTAIRS" 23 0.2899 -0.0162 -0.0988 0.0441 0.1083 0.2299 0.9237 -0.11 -0.1537 -0.9508 -0.939 -0.9059 0.0578 0.0375 -0.001 0.1989 -0.0883 0.031 -0.0578 -0.0853 0.0954 -0.4161 0.2138 -0.2087 -0.1177 -0.0353 -0.0293 -0.323 0.1467 -0.3679 0.1272 0.2304 0.1272 0.2304 0.113 0.2921 0.0391 0.054 -0.0463 0.0595 0.2054 0.0959 0.2805 -0.0283 0.0432 0.0948 0.2015 -0.0725 0.1578 0.082 -0.1777 -0.0985 -0.2147 0.3288 -0.1413 -0.4826 0.1261 -0.3059 0.3648 -0.0454 0.335 0.2245 0.1508 -0.2189 0.0747 -0.0399
"WALKING_DOWNSTAIRS" 24 0.2886 -0.0146 -0.1048 -0.0827 -0.1026 -0.2056 0.9509 -0.1283 -0.1401 -0.9618 -0.9415 -0.9422 0.0803 -0.0045 -0.0085 -0.3372 -0.1693 -0.2902 -0.0867 -0.0542 0.112 -0.4319 -0.4847 -0.4911 -0.0914 -0.0292 -0.0412 -0.3584 -0.5193 -0.4787 -0.0738 -0.0225 -0.0738 -0.0225 -0.2631 -0.1435 -0.305 -0.3637 -0.4972 -0.4592 -0.2223 -0.0862 -0.1738 -0.0349 -0.1692 -0.2916 -0.3762 -0.2258 -0.25 -0.3559 -0.1636 -0.3286 -0.2725 -0.4335 -0.3963 -0.4849 -0.5234 -0.5733 -0.0232 -0.1753 -0.2008 -0.0828 -0.3743 -0.4701 -0.4744 -0.478
"WALKING_DOWNSTAIRS" 25 0.2913 -0.021 -0.1072 -0.2538 -0.1405 -0.458 0.9296 -0.0724 0.2188 -0.9645 -0.9378 -0.9262 0.1107 -0.0195 -0.0113 -0.502 -0.3717 -0.7115 0.003 -0.1011 0.0981 -0.2888 -0.5234 -0.4438 -0.128 -0.0415 -0.0642 -0.4301 -0.8104 -0.5995 -0.2201 -0.2595 -0.2201 -0.2595 -0.5005 -0.483 -0.2161 -0.3822 -0.6647 -0.6796 -0.3722 -0.1964 -0.5561 -0.213 -0.1668 -0.4495 -0.5258 -0.4157 -0.6868 -0.5222 -0.3657 -0.735 -0.2178 -0.6329 -0.4103 -0.3163 -0.4706 -0.5067 -0.2882 -0.3594 -0.4716 -0.5022 -0.4858 -0.4237 -0.687 -0.693
"WALKING_DOWNSTAIRS" 26 0.2793 -0.0126 -0.1064 0.174 -0.0116 -0.2848 0.9468 -0.0799 0.1539 -0.9627 -0.9354 -0.9331 0.1115 -0.0071 -0.0119 -0.1281 -0.0864 -0.3793 -0.0108 -0.1004 0.0822 -0.3313 -0.4734 -0.3321 -0.0992 -0.0373 -0.0511 -0.1708 -0.5472 -0.359 0.1144 0.147 0.1144 0.147 -0.1489 -0.1113 -0.2353 -0.2962 -0.4188 -0.4631 0.0228 -0.0062 -0.2796 0.2268 -0.0783 -0.3466 -0.2014 -0.1656 -0.3601 -0.1308 -0.0615 -0.3967 -0.1259 -0.4431 -0.2214 -0.3982 -0.4975 -0.4345 0.0751 0.0057 -0.1532 -0.0679 -0.3345 -0.393 -0.4722 -0.4895
"WALKING_DOWNSTAIRS" 27 0.2975 -0.0136 -0.1128 0.1674 -0.098 -0.24 0.9314 -0.1669 -0.14 -0.947 -0.935 -0.9209 0.0936 0.016 -0.0099 -0.0036 -0.1385 -0.4093 -0.1598 -0.0163 0.1527 -0.3637 -0.4818 -0.2578 -0.0516 -0.0642 -0.0621 -0.4938 -0.4595 -0.3073 0.1081 0.1212 0.1081 0.1212 -0.1154 -0.0386 -0.1648 -0.308 -0.4405 -0.4658 0.083 -0.0627 -0.2416 0.1949 -0.1756 -0.3031 -0.0438 -0.171 -0.3436 -0.0523 -0.1632 -0.4748 -0.2966 -0.4021 -0.1449 -0.391 -0.543 -0.3678 0.1498 -0.0712 0.0109 -0.1136 -0.3591 -0.398 -0.4678 -0.5028
"WALKING_DOWNSTAIRS" 28 0.2936 -0.022 -0.1086 0.1257 0.1565 -0.341 0.9293 -0.2359 -0.1215 -0.9569 -0.9484 -0.9171 0.0973 0.0143 0.0012 -0.0168 0.0266 -0.4271 -0.1411 0.0071 0.1386 -0.2681 -0.2594 -0.307 -0.0266 -0.057 -0.0776 -0.1639 -0.4246 -0.3362 0.1044 0.1355 0.1044 0.1355 -0.0708 -0.0419 -0.0682 -0.2245 -0.3404 -0.4071 0.0891 0.1864 -0.3082 0.1378 0.0653 -0.4169 -0.0269 -0.0127 -0.3653 -0.098 -0.0018 -0.4885 -0.03 -0.2171 -0.1844 -0.3455 -0.2931 -0.4165 0.1888 -0.0741 -0.0129 -0.0884 -0.2234 -0.3629 -0.3967 -0.4647
"WALKING_DOWNSTAIRS" 29 0.2931 -0.0149 -0.0981 0.1674 -0.1225 -0.2232 0.9485 -0.0761 0.092 -0.9417 -0.9139 -0.8693 0.0637 6e-04 -0.0141 -0.024 -0.0773 -0.4788 -0.0374 -0.0851 0.0822 -0.2821 -0.3905 -0.3111 -0.0744 -0.0671 -0.036 -0.3478 -0.6935 -0.3798 0.1037 0.1345 0.1037 0.1345 -0.1386 -0.0308 -0.123 -0.2674 -0.5392 -0.5971 0.1107 -0.0212 -0.2667 0.1874 -0.2393 -0.2621 -0.0382 -0.0978 -0.4112 -0.0986 -0.1204 -0.5473 -0.1894 -0.4631 -0.1992 -0.3191 -0.3549 -0.4162 0.116 -0.0331 4e-04 -0.0798 -0.3815 -0.323 -0.5966 -0.6267
"WALKING_DOWNSTAIRS" 30 0.2832 -0.0174 -0.1 -0.0578 -0.0273 -0.2173 0.958 -0.1267 0.0288 -0.9589 -0.9187 -0.8777 0.0884 -0.0076 -0.0118 -0.2266 -0.1947 -0.4671 -0.0746 -0.0693 0.0896 -0.2659 -0.2854 -0.2954 -0.0616 -0.0497 -0.0544 -0.5428 -0.6138 -0.4989 -0.0374 -0.0136 -0.0374 -0.0136 -0.2937 -0.1253 -0.0955 -0.2083 -0.5743 -0.6177 -0.107 -0.0217 -0.2581 -0.0405 -0.0935 -0.2574 -0.2349 -0.225 -0.3997 -0.2898 -0.2174 -0.5355 -0.2631 -0.3481 -0.2637 -0.2784 -0.2557 -0.3715 0.0041 -0.1785 -0.126 -0.1331 -0.3568 -0.2524 -0.6176 -0.6455
"WALKING_UPSTAIRS" 1 0.2555 -0.024 -0.0973 -0.3547 -0.0023 -0.0195 0.8934 -0.3622 -0.0754 -0.9564 -0.9528 -0.9124 0.1014 0.0195 -0.0456 -0.4468 -0.3783 -0.7066 0.0505 -0.1662 0.0584 -0.5449 0.0041 -0.5072 -0.1222 -0.0421 -0.0407 -0.6148 -0.6017 -0.6063 -0.1299 -0.325 -0.1299 -0.325 -0.4665 -0.479 -0.1267 -0.1486 -0.5949 -0.6486 -0.4043 -0.191 -0.4333 -0.3374 0.0218 0.086 -0.4799 -0.4134 -0.6855 -0.4619 -0.3818 -0.726 -0.4926 -0.3195 -0.4536 -0.5659 0.1515 -0.5717 -0.3524 -0.4163 -0.4427 -0.5331 -0.326 -0.183 -0.6347 -0.6939
"WALKING_UPSTAIRS" 2 0.2472 -0.0214 -0.1525 -0.3044 0.108 -0.1121 0.7907 -0.4162 -0.1959 -0.9344 -0.9238 -0.878 0.0745 -0.0097 0.0195 -0.2761 -0.1856 -0.5737 -0.0577 -0.0321 0.0688 -0.4393 -0.4663 -0.164 -0.0829 -0.0424 -0.0445 -0.4649 -0.6455 -0.4676 -0.1073 -0.206 -0.1073 -0.206 -0.3213 -0.2174 -0.2197 -0.3775 -0.5728 -0.5973 -0.2667 0.0099 -0.281 -0.3206 0.0849 -0.0945 -0.2586 -0.1878 -0.5227 -0.3654 -0.2436 -0.6251 -0.3316 -0.4881 -0.2486 -0.4764 -0.4598 -0.2181 -0.1453 -0.3667 -0.1895 -0.2604 -0.4506 -0.4386 -0.6008 -0.6218
"WALKING_UPSTAIRS" 3 0.2608 -0.0324 -0.1101 -0.3131 0.0116 -0.3698 0.8835 -0.3829 -0.1629 -0.944 -0.9098 -0.9095 0.0427 0.0397 0.0208 -0.4584 -0.2517 -0.7086 0.0722 -0.1393 0.0216 -0.456 -0.5827 -0.4923 -0.1155 -0.04 -0.0498 -0.5073 -0.7758 -0.5734 -0.184 -0.3336 -0.184 -0.3336 -0.4369 -0.439 -0.3473 -0.4089 -0.6589 -0.718 -0.392 -0.0788 -0.5045 -0.2853 -0.008 -0.3508 -0.4784 -0.2838 -0.6773 -0.4864 -0.2682 -0.7387 -0.3782 -0.6373 -0.4315 -0.4848 -0.556 -0.5611 -0.3159 -0.448 -0.4129 -0.4806 -0.5142 -0.4452 -0.7169 -0.74
"WALKING_UPSTAIRS" 4 0.2709 -0.032 -0.1142 -0.2049 -0.0667 -0.3721 0.9463 -0.2329 0.0842 -0.9585 -0.9234 -0.9196 0.0561 0.0234 0.0034 -0.3805 -0.2815 -0.7265 0.0394 -0.0859 0.0844 -0.4544 -0.5512 -0.3608 -0.1315 -0.0391 -0.0722 -0.5337 -0.8407 -0.5562 -0.1537 -0.212 -0.1537 -0.212 -0.4009 -0.4373 -0.2998 -0.511 -0.687 -0.7553 -0.2945 -0.1171 -0.5247 -0.1732 -0.1014 -0.3451 -0.4183 -0.2978 -0.6901 -0.3968 -0.3145 -0.7628 -0.3711 -0.6843 -0.3508 -0.4835 -0.4898 -0.4245 -0.2768 -0.301 -0.3974 -0.4973 -0.5758 -0.5525 -0.7407 -0.7942
"WALKING_UPSTAIRS" 5 0.2685 -0.0325 -0.1075 -0.0457 0.185 -0.3089 0.9368 -0.2659 -0.0232 -0.9536 -0.9005 -0.9214 0.0795 0.014 -0.0256 -0.2239 -0.125 -0.6384 0.0395 -0.1172 0.0424 -0.4433 -0.4403 -0.2655 -0.143 -0.056 -0.0535 -0.3052 -0.6318 -0.2822 0.0436 -0.1367 0.0436 -0.1367 -0.2474 -0.3102 -0.2355 -0.3547 -0.4735 -0.558 -0.1615 0.0729 -0.4575 -0.0047 0.165 -0.2893 -0.2897 -0.1968 -0.6067 -0.2253 -0.1053 -0.6688 -0.2636 -0.5166 -0.1398 -0.5017 -0.4035 -0.3804 -0.1693 -0.2541 -0.2647 -0.3786 -0.3926 -0.4404 -0.5713 -0.5725
"WALKING_UPSTAIRS" 6 0.2682 -0.0272 -0.1221 -0.0501 0.1893 -0.3535 0.9136 -0.3407 -0.0185 -0.9594 -0.9129 -0.9062 0.0721 0.0037 -0.0024 -0.1803 -0.0414 -0.5608 -0.0767 -0.0519 0.0664 -0.322 -0.3158 -0.1839 -0.0652 -0.0458 -0.0577 -0.1868 -0.4865 -0.1708 0.0178 -0.0792 0.0178 -0.0792 -0.2074 -0.17 -0.1291 -0.1999 -0.3429 -0.4401 -0.1311 0.0978 -0.4272 -0.0211 0.1591 -0.3659 -0.2448 -0.123 -0.5493 -0.1868 -0.017 -0.5717 -0.1151 -0.3297 -0.0464 -0.3902 -0.3136 -0.31 -0.0819 -0.2222 -0.1699 -0.1777 -0.2306 -0.3182 -0.4592 -0.4559
"WALKING_UPSTAIRS" 7 0.2487 -0.0276 -0.1438 -0.2949 -0.3262 -0.1457 0.8187 -0.241 -0.4036 -0.9328 -0.9398 -0.8817 0.0725 -8e-04 -1e-04 -0.4152 -0.5199 -0.6078 -0.1388 -0.0025 0.1392 -0.3639 -0.573 -0.349 -0.0857 -0.0482 -0.0725 -0.6168 -0.6712 -0.6822 -0.1981 -0.3347 -0.1981 -0.3347 -0.4587 -0.4713 -0.2391 -0.4181 -0.662 -0.6764 -0.3362 -0.3816 -0.3175 -0.2799 -0.341 -0.1249 -0.4546 -0.5371 -0.5818 -0.427 -0.5342 -0.6319 -0.3839 -0.5679 -0.4082 -0.3686 -0.58 -0.3931 -0.3786 -0.4153 -0.4548 -0.4974 -0.534 -0.445 -0.6733 -0.7041
"WALKING_UPSTAIRS" 8 0.2589 -0.0282 -0.1151 -0.1717 0.3488 0.1212 0.8604 -0.2913 -0.1923 -0.9267 -0.931 -0.8762 0.0814 0.0141 -0.0675 -0.1866 -0.0124 -0.4475 0.1927 -0.2042 -0.0725 -0.3674 -0.0667 0.3375 -0.1554 -0.0279 -0.0534 -0.4051 -0.4247 -0.4304 0.121 -0.2272 0.121 -0.2272 -0.1415 -0.2283 0.1664 -0.1093 -0.4007 -0.494 -0.1664 0.2634 -0.0729 -0.1753 0.3054 0.1338 -0.2003 -0.0258 -0.3867 -0.2473 -0.0701 -0.5082 -0.2403 -0.1132 0.166 -0.41 -0.0479 0.2632 -0.1303 -0.4093 -0.1319 -0.3793 -0.2296 -0.1833 -0.4633 -0.5757
"WALKING_UPSTAIRS" 9 0.2624 -0.0195 -0.1252 -0.3614 -0.3022 -0.2534 0.9026 -0.0378 -0.266 -0.9544 -0.9013 -0.8941 0.0692 0.0013 0.0077 -0.3353 -0.5861 -0.6473 -0.164 -0.0413 0.1457 -0.344 -0.4009 -0.1382 -0.0685 -0.0303 -0.0236 -0.6604 -0.7086 -0.6571 -0.2607 -0.4002 -0.2607 -0.4002 -0.4407 -0.4455 -0.0833 -0.4258 -0.6728 -0.7487 -0.3427 -0.405 -0.3847 -0.3698 -0.2976 -0.2441 -0.402 -0.6085 -0.6151 -0.3274 -0.5901 -0.6778 -0.3139 -0.4992 -0.3277 -0.3616 -0.352 -0.1656 -0.3729 -0.5099 -0.4195 -0.4849 -0.5315 -0.4568 -0.7342 -0.7878
"WALKING_UPSTAIRS" 10 0.2671 -0.0144 -0.1182 -0.1616 -0.0056 -0.0739 0.9319 -0.0566 0.0228 -0.9592 -0.937 -0.8647 0.0649 0.0266 -0.0513 -0.1872 -0.1778 -0.6075 0.0733 -0.0955 0.088 -0.3085 0.0412 -0.3205 -0.1572 -0.0372 -0.0365 -0.4273 -0.6046 -0.4822 -0.0267 -0.2115 -0.0267 -0.2115 -0.262 -0.226 0.0439 -0.1131 -0.5235 -0.6183 -0.1394 -0.0391 -0.3012 -0.172 -0.0516 -0.0342 -0.2012 -0.2069 -0.5532 -0.2476 -0.2028 -0.6629 -0.2185 -0.2359 -0.2628 -0.3413 0.1717 -0.4038 -0.1669 -0.3614 -0.1536 -0.3344 -0.2654 -0.167 -0.6006 -0.6713
"WALKING_UPSTAIRS" 11 0.2638 -0.0303 -0.1068 -0.2388 -0.1032 -0.2034 0.8926 -0.3436 0.1466 -0.9535 -0.9244 -0.9069 0.0969 -0.0133 -0.0151 -0.453 -0.4281 -0.7854 -0.0821 -0.0567 0.0638 -0.5013 -0.282 -0.6947 -0.0645 -0.072 -0.0461 -0.6604 -0.8095 -0.7772 -0.1326 -0.2896 -0.1326 -0.2896 -0.5096 -0.4905 -0.255 -0.3779 -0.7573 -0.8011 -0.3553 -0.2546 -0.5517 -0.1987 -0.0885 -0.1137 -0.4959 -0.4553 -0.7654 -0.4583 -0.4373 -0.8038 -0.4718 -0.5812 -0.6747 -0.5178 -0.1538 -0.7299 -0.3361 -0.376 -0.4759 -0.5137 -0.5501 -0.3812 -0.796 -0.8224
"WALKING_UPSTAIRS" 12 0.273 -0.0264 -0.1073 -0.2901 -0.1038 -0.4367 0.9384 -0.2591 -0.0703 -0.9602 -0.9414 -0.9381 0.0729 -0.0069 0.0091 -0.3599 -0.3113 -0.7193 -0.0931 -0.0411 0.0898 -0.5267 -0.5229 -0.3496 -0.0456 -0.0335 -0.0653 -0.55 -0.7612 -0.6064 -0.2292 -0.2858 -0.2292 -0.2858 -0.4325 -0.3298 -0.3166 -0.5257 -0.675 -0.7134 -0.3214 -0.1683 -0.5608 -0.2789 -0.1302 -0.4186 -0.3858 -0.3331 -0.6879 -0.3906 -0.3359 -0.7501 -0.4264 -0.6047 -0.4061 -0.5605 -0.4839 -0.3961 -0.29 -0.3953 -0.3209 -0.3466 -0.594 -0.5644 -0.7143 -0.7331
